id,seller_username,category_id_seller,category_id_buyer,quantity,status,round,offline_round
1401,b202300620004,951a639bbdb54efc8f958a9e1fb53adc,4d9b21a2d68d41eb9554124fd754823a,1,PUBLISHED,3,
1402,a202300630200,d0c890e73d5342e3a78d82333b187d49,2930e585ecef4b1d9e1b1db8a9d6a529,1,UNPUBLISHED,3,3
1403,b202500620184,845aa1cf19c94871bc199029287145fc,18784b5f1122449d8168fcc8faa6c345,1,UNPUBLISHED,3,4
1404,b202300630251,156d9f8c92634da8b29a0c98776fab1d,fafdf2dbfeba4c67b7073d884dac796b,1,UNPUBLISHED,3,4
1405,b202400630111,71e4754aaa3a4c64967f7947763094b9,148ec53dc76a4c9ba46b4d78da1ff73e,1,UNPUBLISHED,3,4
1406,b202500620060,edcd32f4967a4a7bbcaf9c2bc5f5a4e6,99f3963daac7493dae51cf20aa56e2ae,1,UNPUBLISHED,3,4
1407,b202500620370,7aa78fc500bf46578fbf9b5c70022703,3352ec5393ec4225a599430f4c942136,1,UNPUBLISHED,3,4
1408,b202500620241,ce5764414dad45228f291f8bbca1f9e4,937bcf7a5f5949f2929b7754edb4006a,1,UNPUBLISHED,3,3
1409,a202500620324,eb42a6be41054003b96508115fb71db2,74f96c91236f414c939b6d3876fc34ef,1,UNPUBLISHED,3,4
1410,a202300620157,a4f7b83339514a7f8936f963fd696791,483504b30fcf425e9366a3236f7a4bb4,1,UNPUBLISHED,3,3
1411,a202400630081,9560390a46404020b2ea2d185c801392,216e6f19bac444ff8ef8cc230cd88ff8,1,UNPUBLISHED,3,6
1412,a202300630050,6de1cc6fa2bf4427969a65df65e1bd5f,695c62b2755f444c9bff794c204bd48c,1,UNPUBLISHED,3,4
1413,b202500620113,c8a6f4252efb4eb6ae5cd01ba3556582,139f28e84f81480eb3c5e5dbe9001520,1,UNPUBLISHED,3,4
1414,b202500620363,ab1b2ae5b12742a693c31430fc95d39a,73db7d5584c645c5b78b9f4f6f92ed93,1,UNPUBLISHED,3,5
1415,b202500620132,256a145b0cab49f3854b6f040258b4ca,49479fcb4e224ae59af4e7d8ac74160d,1,UNPUBLISHED,3,4
1416,b202300630031,e8b05394f6a343c6988225db1995ffe4,da05a53d28a14e269b003c4f09f82fd2,1,UNPUBLISHED,3,4
1417,b202400810248,5c6eb349b98f409cbe9b77ce25455a26,840e4227c0ea46d68ded8c5491515a8c,1,UNPUBLISHED,3,4
1418,b202300620355,347aa4739f8c47859a9c43a70ff2bebd,c8030ab54afd4ab5b483772a29b64bfc,1,UNPUBLISHED,3,4
1419,b202100630238,cacdc49c5ab248989b6c59abc73724ad,de3a9412131745c2b15e49a80ba649f2,1,UNPUBLISHED,3,4
1420,b202300630186,defd3201a9134e07838fe7667b8298dd,055d59b3337542ec834458a6b315811f,1,PUBLISHED,3,
1421,b202500610001,5671a813e5c04af1a64749e35344b045,5d11fdb60a1f4120bb09b6875efc16e8,1,UNPUBLISHED,3,4
1422,b202400820061,2449b2593eb44efb8f6805e37e43931d,b216760a3ab545d988ce7896a940f49b,1,UNPUBLISHED,3,4
1423,b202300630048,d28aadf8e0a5428c88793d151087a391,23da3930caeb496ba52291d6210172ca,1,UNPUBLISHED,3,3
1424,b202500620241,029241519073416097bbcb694fa4884c,db45af6891ab48f88d894921c4a13a4c,1,UNPUBLISHED,3,4
1425,b202100630238,9b32727ca9eb4597ac163b8b577fe750,f7c3a94218424993a081170b33b5bfb4,1,UNPUBLISHED,3,5
1426,a202400640003,7e1a8f32580b40acbd6d37bf0427c63e,455e5f436a0e4d6bbc9503420b98fae2,1,UNPUBLISHED,3,4
1427,a202400630081,ae9ecf641adc466985193de73072a038,87a6142650f14d3aba148d0817a615f1,1,UNPUBLISHED,3,4
1428,a202300620157,d28aadf8e0a5428c88793d151087a391,5404e6524ce8460cb12d201254b1307f,1,UNPUBLISHED,3,4
1429,b202300630251,bb0e313927a847d89fe58bbaa345b966,8f272dad96fb4c6288bdebc8e56c855b,1,UNPUBLISHED,3,4
1430,b202300630031,cd6aacad51df4fb08bc52c3d7cdbd250,1e12f0f27ae746c395ebfc2a4a9456c0,1,UNPUBLISHED,3,4
1431,a202300800004,6ab31483c38f4e16a7871ff86e219cd0,1eacd48718cd4f328badff6f0ba8274c,1,UNPUBLISHED,3,3
1432,a202300620157,754fecb44d404ef69b59f510f0527d14,f01dbe2eb3da4eea85989789cb2fcd5e,1,UNPUBLISHED,3,4
1433,a202300630050,f90f892ad3ea46b2a38d6647ba20f889,e73022070c194e86afbbf7bd56ae117f,1,UNPUBLISHED,3,4
1434,b202500620184,8318efa12c8e42a6b37e1c6e230ebc50,50b09be396a748948a4eb66882c544e5,1,UNPUBLISHED,3,4
1435,b202537671,156d9f8c92634da8b29a0c98776fab1d,02c175ef330a441dadcf3fbed1232e60,1,UNPUBLISHED,3,4
1436,b202500620132,218a596cd870457fac2b2d9e58e509e9,946b908da8044a82b7ed004d67a58414,1,UNPUBLISHED,3,4
1437,a202300630200,b2a883336b6c47d4b285738e4747783a,e5cb8e7b43964c9d85ec9fc6d062c1d7,1,UNPUBLISHED,4,4
1438,b202500620251,794578f5f1d44f8696825891ade87ba1,e450cfe7c8704de79ee63eb7a014c763,1,UNPUBLISHED,4,4
1439,a202500620079,103a710d0d5c499cb0798edd5342849b,0143ff7ebeb94ef0af8c0a9fe0a25b5f,1,UNPUBLISHED,4,5
1440,a202300630200,49ebeb177deb48d58688cfc2a5e6c7df,a11b19c917aa473d8164a8443659e72e,1,UNPUBLISHED,4,4
1441,a202537670,2af26c32c6ae415a9e111c82cc2e008a,c28977532983457ba393ff68d40d617e,1,UNPUBLISHED,4,4
1442,b202100630041,5d36dc5840634b1c81a27fb3acfcca7d,6f46cb0892a14dcea3f0fcb0b2dc5968,1,UNPUBLISHED,4,5
1443,b202300630048,f17a3e5c78b44377a572ece12b9028e7,bb1624100da7429b8e468690d2d74474,1,UNPUBLISHED,4,5
1444,b202100630041,8ef6c55f59644297a08fe9f969bac8fc,63e51407b99e491d8abfed187c4afa15,1,UNPUBLISHED,4,5
1445,a202300630209,c5b0ecbc4a4a44eb971d8fe4496da565,77e898d159cc4b00b3a67aa6f912f6f0,1,UNPUBLISHED,4,4
1446,a202500620315,42b335b230be41898b1fd431ebe2f4df,10d52eba276641038f0303f95ce0760f,1,UNPUBLISHED,4,4
1447,b202437715,ab8a645be5b34787bf108c3c304fae8f,5c29093c7cae497a8a0a8c1d25f2ed3f,1,UNPUBLISHED,4,5
1448,b202300630251,0befd977155b4e56b082ae266807d15e,4b558aedb9f2460f84c995c19bc73153,1,UNPUBLISHED,4,5
1449,a202537670,10303b65507a4a67a8e55a77c8b0d76c,23d2a04e16864ebc83e5cf041ab66d42,1,UNPUBLISHED,4,4
1450,a202300630209,17977e66e41049b8b6a80d21ba6e43ed,f64bcff3401645fb9b1a768e1564bad6,1,UNPUBLISHED,4,5
1451,a202500620079,065d2401399f48c08995600902bee4d6,679aa82a6ca449ee840dd3e817e7e831,1,UNPUBLISHED,4,5
1452,a202500620273,1758fcd2971245e785da52cb09f48979,b7395384acac43ee8bb5bc4cda2a5ddb,1,UNPUBLISHED,4,7
1453,b202300630048,be073d347b0d428d922d9939a0754991,b7254b667bdb4850a1d763a0c89fe015,1,UNPUBLISHED,4,5
1454,b202537671,860594ed7af645c39c537d28cc1fe984,b98a7da1c36a47e091ebbe3a30555ff8,1,UNPUBLISHED,4,4
1455,a202300630209,262b61a2cf2a49f182ea4144cdd5308c,4083825bd206435e92b69f0e2cde62e0,1,UNPUBLISHED,4,5
1456,b202500620113,d59cebce3093447ea4af3e3d8ad9fdc4,ac7500c1c4ed4972949b13bf43254347,1,UNPUBLISHED,4,4
1457,a202300630171,cbc67ab973594a94bfb31d0ef96901cc,cdb15aef8c874d66ab21f26a2d41973d,1,UNPUBLISHED,4,4
1458,b202300630176,f40f94d3e5d1456e862ba99ca16db761,f07aba006be147ee90b797ccb2c3015c,1,UNPUBLISHED,4,5
1459,b202500620363,b35a6fe803ca4ef68500c61242250098,5871327f799149ef814ce67dbeb56b45,1,UNPUBLISHED,4,5
1460,a202300620417,8b365023541243fcbbf23f585fe4ab9b,b4fecec71d024809be7255afc9ce6bbe,1,UNPUBLISHED,4,4
1461,b202300620004,029241519073416097bbcb694fa4884c,f5fcdb1d2454493995576fc6a78554d7,1,UNPUBLISHED,4,5
1462,b202437715,0310ac57bba94bafb199027d5f955835,bb2422a0b3f54b6f9282e713cd1a2b05,1,UNPUBLISHED,4,5
1463,a202300630200,0639c863168f40b1ba84333db0287ef0,fb9f7576efa34e8fbaaf575f52e82a6c,1,UNPUBLISHED,4,5
1464,a202300630209,d59cebce3093447ea4af3e3d8ad9fdc4,8bdfde7c19a146b39044d41996e359f3,1,UNPUBLISHED,4,5
1465,b202500620241,3451a6cef6ed44e59fd4f1caf221f7ca,e1d7c165d58a46298d3d88eae4756134,1,UNPUBLISHED,4,5
1466,a202300620157,bf051611557a4852ae218a275e1eb347,7f46b557e88045cea26ad07347f96b26,1,UNPUBLISHED,4,5
1467,a202400810181,d59cebce3093447ea4af3e3d8ad9fdc4,9070e780739b4599aafb62014b5f4e5a,1,UNPUBLISHED,4,5
1468,b202537674,ee0197f8969840019370046381c9dfa9,1d1c2c41566e4ec4bcc31e087a878521,1,UNPUBLISHED,4,5
1469,b202400620304,afb5e97c73034d95ab25886a6cd1cb58,2896aa62975241858abded2f4c928a40,1,UNPUBLISHED,4,6
1470,b202300630252,c03764d10d874362a7f597a4e082963f,d6cffefe2e0649499ce6538949264425,1,UNPUBLISHED,4,5
1471,b202300630048,19ce49f5ee2c4c3e8dd17fccd7b4248f,bba60d910ccd493299c1773638ae46b1,1,UNPUBLISHED,4,5
1472,a202500620273,928d013c58094ea280c5cb16de6d252a,1525a4b8a69f409b9a199145596535a6,1,UNPUBLISHED,4,5
1473,a202537670,1641356eb1be4f4fabb777fcd821d456,9aa94b59ae4045e3bc6ae1bf55a357ea,1,UNPUBLISHED,4,4
1474,b202400630111,b2a883336b6c47d4b285738e4747783a,faefd05f5bcc45f3b4245dab814d305e,1,UNPUBLISHED,4,4
1475,b202300630176,0639c863168f40b1ba84333db0287ef0,67675b1c091747808bc0ba37203215d8,1,UNPUBLISHED,4,5
1476,a202500800390,a01c5747a26048449556148eb785ba6c,bf6b50ec136e4e348ef8c7883025b3e0,1,UNPUBLISHED,4,5
1477,a202400620072,fbbfc370d5654849a3350fab5f0723bc,e8eac15e51204c3b9c0b32d8e29c0383,1,UNPUBLISHED,4,5
1478,a202300620417,8b365023541243fcbbf23f585fe4ab9b,ce65cb64b158431587a80bee79f2f44f,1,UNPUBLISHED,4,4
1479,b202300620355,6bd09c89dfbf492cb6338d9e8d1976b5,4ed458951f4d4e069b2563cdd445b818,1,UNPUBLISHED,4,5
1480,b202500620113,49b30ad092734a9cafe99cea3edd883f,eca77d128392444cb6f8c7f1846a8cfb,1,UNPUBLISHED,4,4
1481,b202300630074,b337806c2bcf4d9094c56087b1a48818,6448a0ade54341b1a581e1a751867e28,1,UNPUBLISHED,4,5
1482,b202100630238,bb051ded4ec94ab2bd15f61904eec9d7,7f8712c7d4bf442b87c0f8d716aea6ec,1,UNPUBLISHED,4,4
1483,b202500620298,9b32727ca9eb4597ac163b8b577fe750,8cbca1b119724ae6a42ae49ead1f0de2,1,UNPUBLISHED,4,5
1484,a202400810181,ab8a645be5b34787bf108c3c304fae8f,d40eb9ddcad54cf08376029dd921cd46,1,UNPUBLISHED,4,5
1485,a202400630081,43814450b2bf4508ba17334ee60f2fd0,815c2f0b449844ca95a70cdd6fe5516b,1,UNPUBLISHED,4,4
1486,b202100630041,214d88ef9f2945938e1ebde660849afa,78f05896c49c44aaa494617ea87b8f5d,1,UNPUBLISHED,4,4
1487,a202300630126,a557a0d332c44051bd3d78bd5a6e6f5a,c437d91660c54f809b6383ae2c9b439e,1,UNPUBLISHED,4,6
1488,a202400640003,f6ec4e25f000431f8d5e5621a0a4a86a,b4bfb6b2b1d0414e87271b9c48879a43,1,UNPUBLISHED,4,5
1489,a202300620157,141f5779a5db44e98e645b88f7c814a3,26376477162f4337ba6b7de3d6d3cf00,1,UNPUBLISHED,4,5
1490,b202500620270,4b1817defad7474cb5e761c7262ae01c,6affc9ef7c5f4ceeb415a1b53905b232,1,UNPUBLISHED,4,5
1491,a202300800022,d5b052fd6d4f4d69bf5b5ec4227bc332,7df9adc9bca749a9929e15de289abeee,1,UNPUBLISHED,4,5
1492,b202500610001,66eb89dfde2446d895254f4b855cc039,91f2cb1eaec746738235e2c42564a012,1,UNPUBLISHED,4,5
1493,b202400630132,d11051b1469141ca88130bf11467d34a,f2a58d5b21104725b7476a88fcc13436,1,UNPUBLISHED,4,5
1494,b202300630031,dd3a1eac79d44198962766fe42608185,e0d18b4ac28c4e8dba42261340dcb46f,1,UNPUBLISHED,4,5
1495,a202400810181,93a1e9ccf74f44999725454925dabad3,a08f14c40bc245968e1d62047817900a,1,UNPUBLISHED,4,5
1496,b202400630111,cd6aacad51df4fb08bc52c3d7cdbd250,099fc60b01484d608de4473402ce6eb3,1,UNPUBLISHED,4,5
1497,b202400820061,de2b156882204ff7a0074c851ef965cb,3dd54892215c4bdab84bb5e4fb223077,1,UNPUBLISHED,4,4
1498,b202537674,8b787718420041baae324b77cd7ed957,28fd612e5ae8481d8d347a2326934baf,1,UNPUBLISHED,4,4
1499,b202300630176,7f4c7ebb93cc44cbac9dc4f413d85cc4,005bda23f6ae4dbd87a72ed311491e2a,1,UNPUBLISHED,4,4
1500,a202300620066,cd78726dcb684ba4a6574e2f8365f46e,b2682b4c04e8433d84a4103c696a77e0,1,UNPUBLISHED,4,4
1501,b202300630074,9b32727ca9eb4597ac163b8b577fe750,aed2fa4c6c19434da06f976da7edc316,1,UNPUBLISHED,4,4
1502,a202537670,bf051611557a4852ae218a275e1eb347,5e53368c0c264774b8d6e6ac76ed834d,1,UNPUBLISHED,4,6
1503,b202100630041,b5c7450f875d4d31bf9b992aeaec0d92,23a83abdab2b4eeba4c8ad2805a1ffe4,1,UNPUBLISHED,4,5
1504,a202300630171,8442f67e279248a3bd318c33bf68b263,f942a386678c408c9ebe68da45f3325a,1,UNPUBLISHED,4,5
1505,a202400630081,b4bdf4cc188843788ed0a7fc0770454f,450f03c6f41546e6bf2a0c9b0d06afa0,1,UNPUBLISHED,4,4
1506,a202400620243,9e2a80d29db54a2a9afd0095d0468539,32c71b4b08b741fa9e869dc3c6908993,1,UNPUBLISHED,4,5
1507,a202300620066,4e7d226d6fd94cf58d3512c2eee2eba6,3d3c5c2fe3144c5995893677ce19d344,1,UNPUBLISHED,4,5
1508,a202300620157,dfb29bd7fed14c47bb98c11bb587ada8,437c893357bf43b1a1887f31a87a81e3,1,UNPUBLISHED,4,5
1509,a202500620324,9b32727ca9eb4597ac163b8b577fe750,62ef620f0e494a20bba5d500ed12de86,1,UNPUBLISHED,4,5
1510,b202500620251,afb5e97c73034d95ab25886a6cd1cb58,7260f4c278d5423d937561b9cb41d870,1,UNPUBLISHED,4,4
1511,b202400800323,0befd977155b4e56b082ae266807d15e,699755b81d0f4d8c8714213409057c81,1,UNPUBLISHED,4,5
1512,b202400820061,b2433de4c04845f592f559bda4609ad3,184b69e206774338acce47121069ce66,1,UNPUBLISHED,4,5
1513,b202500620298,4e6c0a1cb61342c988251d4c6acc4879,61cb9885b9644b1fb689c9527479b869,1,UNPUBLISHED,4,5
1514,b202400630132,4e722d58d25b482fb491ce2a9e37b96a,b9f4dc60fdc6442783c888f377142663,1,UNPUBLISHED,4,5
1515,a202500620164,49b30ad092734a9cafe99cea3edd883f,0a4da77e15c74416882ef35c06355932,1,UNPUBLISHED,4,5
1516,b202437715,7e4372edeefd48fc97275a991287ae5d,f6c42e732fc04848a2a6874035bdfb23,1,PUBLISHED,4,
1517,b202400630111,b947b28fe6ee479d9472ab9a738bb3ef,f991371bcee8445a988a26734b94964c,1,UNPUBLISHED,4,5
1518,a202537670,ab05663cdd244a8991328cb23b57c0f5,00d0642207bd447ba211dba990c4a6af,1,UNPUBLISHED,4,4
1519,b202500620241,208078376c784cf3a67f257791e41e80,a820e0d96f594ae5be4f8e0f7bfc4e41,1,UNPUBLISHED,4,5
1520,b202500620370,a8c975c7e8f443869b06aeed0743e4c1,0aa8fa82888a4030a044b4645a63529c,1,UNPUBLISHED,4,5
1521,b202300630031,ea1d54ef069441bcb55da6697b10321a,788fff068c6b4086a28b35ef24e55593,1,UNPUBLISHED,4,5
1522,b202300630074,670ce7f19dca40b6a4abb01e91c3a369,2b53645ce8b347dfb5151a4c63864647,1,UNPUBLISHED,4,4
1523,b202400800323,4e722d58d25b482fb491ce2a9e37b96a,343ecc5af9054b43a7c1936cf6925d73,1,UNPUBLISHED,4,4
1524,b202300620355,8680fcdc97374a989eb9432194c4639b,baaaf181ee024081b11ee0c1a811cd66,1,UNPUBLISHED,4,5
1525,a202400620072,dfdf6790e22b42f48df1a37509c0b8b5,4bf20281edcf46d9b4d952eef84f883e,1,UNPUBLISHED,4,5
1526,b202500620363,c75cfa9b6d1f427597cbba3be691e9bb,f340ef156d3247b58f2af2e5e4409ffc,1,UNPUBLISHED,4,4
1527,a202300620417,70115681e6904cee9446412df6d81224,0ce96ca285c348cfa289f285c04fbcea,1,UNPUBLISHED,4,5
1528,b202400630111,1bece67d7db040ad88f44aa008136a8a,d771acee7adf47e69cc28e554d809724,1,UNPUBLISHED,4,4
1529,b202500610001,eebe21602fe14e138787c3cf18779f40,abb9f4858093473f9a15bfd71e09165f,1,UNPUBLISHED,4,5
1530,b202500620270,e4703a58e66d445a8fcfc1608aed023e,2797ffbdf73f45829f355c75cae748dc,1,UNPUBLISHED,4,4
1531,b202300620274,42f76ad3f9894d8687dc521b3b57ea17,74ea276c8f944015bdf0b0d68b6fa276,1,UNPUBLISHED,4,4
1532,a202500620273,396a9c69fa44471692e57fd350e11faf,249f1e165f7b4a46b24443b2185a946d,1,UNPUBLISHED,4,4
1533,a202537670,25c51ee679254c4885b7ccc5ea704ab7,b948591f5e874cb98c9bcbc5f70116d8,1,UNPUBLISHED,4,5
1534,a202200800529,ec8456cc966e46589557b22aec75d17c,38dbee9812bc477dbc0026db97140c4f,1,UNPUBLISHED,4,5
1535,b202400630111,f209af5eaeb641598f43a519aeae64a1,c3d54cabe6f647bf8b288554d2790178,1,UNPUBLISHED,4,5
1536,b202400800323,c30df46529ff4aac849079fa50477bd3,a0db525593a24f9785758951fb81ff55,1,UNPUBLISHED,4,4
1537,b202500620370,205fa21b67cb46dabc887ec892ba4c60,a0328d2c0b2c4b338cc3c391464689f1,1,UNPUBLISHED,4,5
1538,a202400620247,eb07aeea5b694e7d9cca9e8c7f72326d,8fc6b656ac124353b28b91f0eb5ad48d,1,UNPUBLISHED,4,4
1539,a202200800529,d59cebce3093447ea4af3e3d8ad9fdc4,0ad51e0b14a94b85a74597ac92740e3a,1,UNPUBLISHED,4,6
1540,a202500620226,42f76ad3f9894d8687dc521b3b57ea17,ac546db0094b4063893a51989b6b2183,1,UNPUBLISHED,4,5
1541,a202300630126,b37f1bd32d3c476bbe72ad121af43c2e,8177558c605f458cb4321a980b3deee3,1,UNPUBLISHED,4,6
1542,a202400620158,f40f94d3e5d1456e862ba99ca16db761,1e04efa1233e45b5b90cd1536aee36d8,1,UNPUBLISHED,4,5
1543,b202500620184,d59cebce3093447ea4af3e3d8ad9fdc4,57a30b3f5d19477eaab4dea4ee12fff1,1,UNPUBLISHED,4,5
1544,b202500620060,3fe19dfb569f4e939381ed54120c2431,7d4dc25ebbe04c79bb381a58d047b256,1,UNPUBLISHED,4,5
1545,a202500620315,bd3013ad12844ad39d82f5f598211cbb,9e8497742e1d40339ef3d9c52eabc3a0,1,UNPUBLISHED,4,5
1546,b202537671,f5f36f8842e14991a8c9e1ada630e545,b0a438bd7c4b41269bd42c11bb4efa86,1,UNPUBLISHED,4,6
1547,a202500810212,1bb756d4b10d4ebf89198accd67d3878,c31fbc28efff486191ad5ba0b35ff19b,1,UNPUBLISHED,4,5
1548,a202400800501,957aaeec67d14350b50fd9d741ea27c0,d9ec8ea375984f26817594fb7896132f,1,UNPUBLISHED,4,5
1549,b202400810248,5a838581f1444f44af62ff1b06737cc1,b90bb902fa774bfaa38b0b7ba42506e7,1,UNPUBLISHED,4,5
1550,b202300630186,6356b602f96743b8b16fc9200d5ebaaa,dfd9e3d7b4854306b2b8a232fbce73e5,1,UNPUBLISHED,4,4
1551,b202400800323,9ab26dbf2dfb44dca43d772fdbb1e320,cbb8f27e4fc44f15b35d284f2337f7e3,1,UNPUBLISHED,4,5
1552,b202300620004,b96f5074ac66493cad75c3d992657dbf,18cc248755a24a45a9a68902f4a44db3,1,UNPUBLISHED,4,5
1553,b202100630238,dcb520d1bef94bbdb4c44785b71d46c6,ca510c5865e2448098c9aa92b5541c75,1,UNPUBLISHED,4,5
1554,b202300630176,b2a883336b6c47d4b285738e4747783a,09947881656d4175a14c25920375f36c,1,UNPUBLISHED,4,4
1555,b202400630111,a7a33f1c64984d57984fbe88a4dea711,5d07a1385a284794a7c7073b851933b2,1,UNPUBLISHED,4,4
1556,a202500800390,c5b0ecbc4a4a44eb971d8fe4496da565,924c5e84b7554951b9b6f5d44242ce13,1,UNPUBLISHED,4,5
1557,a202400630023,df14fd39153743f294f080fa45d2dacf,61710425769e42a9bb744652b1bc7f2f,1,UNPUBLISHED,4,5
1558,a202500620164,9b32727ca9eb4597ac163b8b577fe750,0323b31422474dfabf80ced213dba775,1,UNPUBLISHED,4,5
1559,a202200800529,8b365023541243fcbbf23f585fe4ab9b,9edec523544547ed864f514d2ddbd872,1,UNPUBLISHED,4,5
1560,b202400630111,612c30003f4f48e39eed819205302420,9bb35022afd5477da4bee3e2fbd1c4b1,1,UNPUBLISHED,4,4
1561,b202300630074,9b32727ca9eb4597ac163b8b577fe750,46fceaf86e6d4b12b5e6379e5d7b0085,1,UNPUBLISHED,4,5
1562,a202537670,f88f43c3dfd647458f63a4801330cad7,e793da04fc3b4b1b945e4459e928315a,1,UNPUBLISHED,4,5
1563,a202300800004,d13409ca1b864bcfa5a316cd78fb3b21,55303f9757c843548a23a52e7448839a,1,UNPUBLISHED,4,4
1564,a202400800501,5176b818e79d47e685c47466a73d088a,3f722de6cccf4fb9ae354401e48849af,1,UNPUBLISHED,4,5
1565,b202500620241,57153ad20577489db84585619757d865,46c611303eef436a954fc44fceeb62fc,1,UNPUBLISHED,4,4
1566,b202500620270,7697c7f368c84d47aef0b047fa42b230,0395ae90ab534d3883af39b81f93d934,1,UNPUBLISHED,4,5
1567,b202100630238,f3283cc25b494318a12e4ec30d09c8b3,3a472fa158194e27be67873456a78fb9,1,UNPUBLISHED,4,7
1568,b202537674,f272ec44a4fb44c6908b65c4308f6fac,44f975f652a345cbbe868151b93723f5,1,UNPUBLISHED,4,4
1569,b202500620370,fd31e0491cd4413bbb6be543158b4d13,7d57a7f5c46340a19c6111dd4e8fedfa,1,UNPUBLISHED,4,5
1570,b202300620355,56a285a4e51f49c083e5c18337a4333a,aaed677cd2af4c439817834bedbc7d49,1,UNPUBLISHED,4,5
1571,a202300620066,7ddb6c72f4624ec18b131ec305ba8295,ea97ee708c5b42d2976cb73af767b40a,1,UNPUBLISHED,4,6
1572,b202300630176,396a9c69fa44471692e57fd350e11faf,06d47ffa2fa24b64bd1d8991ebaaba57,1,UNPUBLISHED,4,5
1573,b202300630074,670ce7f19dca40b6a4abb01e91c3a369,05af63f045354e4e960f8050658329e1,1,UNPUBLISHED,4,5
1574,a202300630171,01c6f3500cf44658ac13a18bcfe23539,22b14e062f124b4eac5ee93f6d44fc0f,1,UNPUBLISHED,4,5
1575,a202400620243,d28aadf8e0a5428c88793d151087a391,5878cec0f0f64d0e8d61fe2bcc952fb7,1,UNPUBLISHED,4,5
1576,b202400820061,75aabe1443cd4dcb985b0534d4a7fb8e,ec251d31a6704c7e95ed8960922a11d4,1,UNPUBLISHED,4,5
1577,b202400630132,d613a0c926c745a69424f05207601c4b,1ce278b8b1a74a2f94adbdd56a88afaf,1,UNPUBLISHED,4,4
1578,b202500620113,c8a6f4252efb4eb6ae5cd01ba3556582,bfce4b7bc0344d7281a08b0e2d69f30b,1,UNPUBLISHED,4,4
1579,b202500610001,d59cebce3093447ea4af3e3d8ad9fdc4,65070c11a1f44f8dbbd526d7bea7d175,1,UNPUBLISHED,4,5
1580,a202300620066,1639ff2a21a3498f977b46de70409b61,8b978549d85b44669e792edf185e5f2c,1,UNPUBLISHED,4,7
1581,b202300630252,c26b9924c0b848689b869f1861ab0073,0485084a99934905b383213a79ec4219,1,UNPUBLISHED,4,9
1582,b202500620132,26b5f425f0964d2fb04c60df22b80778,b26396f3cd81471bbceabfa96f275e87,1,UNPUBLISHED,4,5
1583,a202500810212,8a50ceb4391740e6a2baa5ab98af54fb,ffd23bba89414dbe937ef1f14c53c454,1,UNPUBLISHED,4,5
1584,b202300630031,7bee3c29431c46e7a464bda235cb2b5c,5ada4869ebfe42c788240638b5dadc82,1,UNPUBLISHED,4,4
1585,b202300620274,5b034805ec334b4ba49804b69088baf7,dfd4dd6b248843f38e970c013cd1b342,1,UNPUBLISHED,4,4
1586,a202300800004,c53f6a53c472468084bbb444ff53e6e3,7b66a32ec8744147a98a7c71c8901a00,1,UNPUBLISHED,4,5
1587,a202500620315,88ee8c7b42de4f25bbf9909a1b7aa9b4,e9c19f2a82e64d53b89794284765e2ae,1,UNPUBLISHED,4,5
1588,a202400640003,bbbf9b2bb39340fbb361d41310924570,b97bf4e73cf64e0e8acc3baa001cf88e,1,UNPUBLISHED,4,5
1589,a202500620324,c7b00a3b8ba3441198a4cf1da4c893c0,a57f47e845d14dd68447d1eeda841217,1,UNPUBLISHED,4,5
1590,a202300630050,396a9c69fa44471692e57fd350e11faf,050ab18333854b86845c09d6c51a435f,1,UNPUBLISHED,4,4
1591,a202300630050,b2a883336b6c47d4b285738e4747783a,a7d5e6a48c0b49ab87d267e1eb07b353,1,UNPUBLISHED,4,4
1592,a202400630081,eebc3a5d2a3f4b21ad64ad7865a794b0,b8380ead98fd4a1bb5af0aa7d33b26d6,1,UNPUBLISHED,4,5
1593,b202500620113,d1ab3641befc4a5e85c3ddd7f3209e03,94a97bc44421467fbc6c6be1512319d1,1,UNPUBLISHED,4,4
1594,a202300630200,845aa1cf19c94871bc199029287145fc,93f3d8e2003f483987df27a1a72fbf36,1,UNPUBLISHED,4,4
1595,b202500620060,f3283cc25b494318a12e4ec30d09c8b3,a95b39f308b049ffa9ed36c5cc1e28b1,1,UNPUBLISHED,4,7
1596,b202300620274,1786b8b6e9fc4f61ba88c7a3a2725649,5657e9fde20f4d1a8c1b6e53ec1fa57e,1,UNPUBLISHED,4,4
1597,b202400800323,b28079bfe71f41fc9e7c3776562c4ca4,4881a83453bf4b9bbf42213cea210acb,1,UNPUBLISHED,4,5
1598,b202500620251,f5f36f8842e14991a8c9e1ada630e545,77ba9c29c3774a159a2e00c314a661ef,1,UNPUBLISHED,4,5
1599,b202500620184,0befd977155b4e56b082ae266807d15e,ada351cfadeb4fc5bf3790d42cfa2263,1,UNPUBLISHED,4,5
1600,b202537671,23092f90b50b4895b106b147eaa45c67,a0fa7391700040d7a8e1d0ff9c300358,1,PUBLISHED,4,
1601,b202400820061,32e5744eb62f4f098456f49c64eecf18,e9c895b296dd43068fa36f2c351b15c3,1,UNPUBLISHED,4,6
1602,b202537674,5e9ba3b9773545f99fea767694bc4462,1dbfc87cece143a1b19528cc99348024,1,UNPUBLISHED,4,6
1603,b202300630031,a8641fb92dee4e1083e0dae6ef5514a3,e2d0d1b2785e4c6686725174fd386727,1,UNPUBLISHED,4,4
