message_id,liked,disliked,username,round
00000000-0000-0000-0000-000000000000,True,False,a202500620226,2
23770214-b31a-4cc2-82e6-0f69f08b6b2a,False,True,a202400620072,3
4a7f9829-4400-4c7f-9a72-7cfd0205b236,False,True,a202200800529,5
3cca0521-85ae-45ba-9e33-f2c7a85847fd,False,True,a202300800022,3
8cedba9d-c764-4386-a0f6-2036effed67a,True,False,a202400630081,5
69c7970c-2e5f-457f-b083-08f45d2b09ac,False,True,a202300800022,3
c3695925-476c-4613-b831-0c38eeb76eb6,False,True,a202300800004,4
ae9d9535-5630-450c-be64-704516740d31,True,0,a202300630209,9
